[Normal Axes]|en|ru
lore_w_gun_dreadnought|Submerged and lost in battle within the sea of karponia this colossal cannon holds the firepower of ten fleets of ships.|Эта колоссальная пушка, затонувшая в Карпонийском море, обладает мощью десяти флотов.
lore_w_gun_st_brooks_elementium_pistol|Building a fortress of hell by the power of sentries asserting dominance and commanding respect..|Истинный потенциал эллементиевого пистолета раскрывается в руках того, чья душа созвучна природе. Для самого св. Брукса он стал продолжением воли, позволяя управлять стихиями ради защиты невинных.
lore_w_gun_ak47|Officially known as the Avtomat Kalashnikova is a gas-operated assault rifle that is chambered for the 7.62×39mm cartridge |Штурмовая винтовка под патрон 7,62×39 мм, известная как автомат Калашникова.
lore_w_gun_glock22|The GLOCK 22 fires the potent 40 S&W cartridge and holds more rounds for its size and weight than most other full-sized handgun in its class. |Glock 22 использует мощный патрон .40 S&W и обладает большей емкостью магазина при своем весе, чем любой аналог в этом классе.
lore_w_gun_draculas_demise|A silver bullet from this legendary weapon ended a thousand years of darkness..|Серебряная пуля из этого легендарного оружия положила конец тысячелетию тьмы...
||
[weapon_chainsaw]||
normal_chainsaw_battle_slicer|Battle Slicer|Боевой резак
normal_chainsaw_war_saw|War Saw|Боевая пила
normal_chainsaw_trunk_cutter|Trunk Cutter|Лесоруб
normal_chainsaw_hand_saw|Hand Saw|Ручная пила
||
[weapon_chainsaw_unique]||
w_chainsaw_sawgun|Sawgun|Пилострел
w_chainsaw_doublesaw_4000|Doublesaw 4000|Двойная пила 4000
w_chainsaw_doomsaw|Doomsaw|Пила рока
w_chainsaw_vorpal_sharktooth|Vorpal Sharktooth|Разящий акулий зуб
w_chainsaw_the_annihilator|The Annihilator|Аннигилятор
w_chainsaw_st_meeses_longsaw|St. Draxis Longsaw|Длинная пила св. Драксиса
w_chainsaw_lumberjacks_chainsaw|Lumberjack's Chainsaw|Пила лесоруба
w_chainsaw_candy_shredder|Candy Shredder|Сахарный дробитель
w_chainsaw_royal_decapitator|Royal Decapitator|Королевский обезглавливатель
w_chainsaw_diablo|Diablo|Диабло
w_chainsaw_edens_harvester|Eden´s Harvester|Жнец Эдема
||
lore_w_chainsaw_st_meeses_longsaw|It is said that when faced with danger, the chainsaw's blade would blaze with a radiant golden light, akin to the forest's life force.|Говорят, пред лицом опасности лезвие этой пилы вспыхивает золотым светом, подобно самой жизненной силе леса.
lore_w_chainsaw_candy_shredder|Said to come from the mythical Sheeponia put together by the Sheep King himself.. bää.|Говорят, он из мифической Овечьей Империи, собран самим Королем Овец... бе-е-е.
lore_w_chainsaw_edens_harvester|The unholy saw used to cut down the tree of life within the garden of eden..|Нечестивая пила, которой было срублено древо жизни в Эдемском саду...
[weapon_flask]||
normal_flask_poison_flask|Poison Flask|Склянка с ядом
normal_flask_caustic_vial|Caustic Vial|Флакон едкой смеси
normal_flask_acid_flask|Acid Flask|Колба с кислотой
normal_flask_achemists_flask|Alchemist's Flask|Колба алхимика
||
[weapon_flask_unique]||
w_flask_cobra_blood_vial|Cobra Blood Vial|Флакон с кровью кобры
w_flask_ancient_mucus|Ancient Mucus|Древняя слизь
w_flask_demon_blood_flask|Demon Blood Flask|Фляга демонической крови
w_flask_spirit_urn|Spirit Urn|Урна с духом
w_flask_doctors_potion|Doctor's Potion|Зелье лекаря
w_flask_doomweed_vial|Doomweed Vial|Флакон дурман-травы
||
[weapon_universal]||
w_universal_lemon|Lemon|Лимон
w_universal_fishing_rod|Fishing Rod|Удочка
w_universal_cheated_item|Voided Item|Недействительный предмет
lore_w_universal_lemon|When life gives you Lemons, take them and throw them around without care in the world!|Когда жизнь подсовывает лимоны — берите их и швыряйте во все стороны, не зная забот!
lore_w_universal_fishing_rod|A great bamboo stick turned into a fishing rod..|Крепкая бамбуковая трость, ставшая отличным удилищем...
||
[armors]||
armors_normal_steel_armor|Steel Armor|Стальной доспех
armors_normal_leather_coat|Leather Coat|Кожаный кафтан
armors_normal_studded_leather|Studded Leather|Клепаная кожа
armors_normal_trellised_armor|Trellised Armor|Решетчатый доспех
armors_breast_plate|Breast Plate|Нагрудник
armors_normal_cuirass|Cuirass|Кираса
armors_templar_coat|Templar Coat|Одеяние тамплиера
armors_wire_fleece|Wire Fleece|Кольчатое руно
armors_boneweave|Boneweave|Костяное плетение
armors_chaos_armor|Chaos Armor|Броня Хаоса
armors_dusk_shroud|Dusk Shroud|Сумеречный саван
armors_great_hauberk|Great Hauberk|Великий хауберк
||
[armors_unique]||
armors_heavens_might|Heaven's Might|Мощь небес
armors_leviathan|Leviathan's Carcass|Панцирь Левиафана
armors_tayrels_chestplate|Tayrel's Chestplate|Нагрудник Тайреля
armors_uabels_chest|Uabel's Chest|Кираса Уабель
armors_marsh_shroud|Marsh Shroud|Болотный саван
armors_gladiators_demise|Gladiator's Demise|Гибель гладиатора
armors_hellfire_cuirass|Hellfire Cuirass|Кираса адского пламени
armors_devils_cocoon|Devil's Cocoon|Дьявольский кокон
armors_mevius_mighty_plate|Mevius' Mighty Plate|Могучие латы Мевиуса
armors_anubis_torso|Anubis Torso|Панцирь Анубиса
armors_genjis_battle_armor|Genji's Battle Armor|Боевой доспех Гэндзи
armors_satans_cuirass|Satan's Cuirass|Кираса Сатаны
armors_sand_kings_scarab|Sand King's Scarab|Скарабей Короля песков
armors_ice_howls_cuirass|Ice Howl's Cuirass|Кираса Ледяного воя
armors_grandwizards_robe|Grandwizard's Robe|Одеяние архимага
armors_zeus_body_armor|Zeus' Body Armor|Доспех Зевса
armors_rednecks_shirt|Redneck's Shirt|Рубаха деревенщины
armors_pirate_captains_shirt|Pirate Captain's Shirt|Камзол пиратского капитана
armors_death_lords_bone_armor|Death Lord's Bone Armor|Костяной доспех Владыки смерти
armors_thors_chest_armor|Thor's Chest Armor|Нагрудник Тора
armors_cuirass_of_blood|Cuirass of Blood|Кровавая кираса
armors_magisters_robe|Magister's Robe|Мантия магистра
armors_nomads_battlerobe|Nomad's Battlerobe|Боевое облачение кочевника
armors_marksmans_hunting_shroud|Marksman's Hunting Shroud|Охотничий саван стрелка
armors_upis_sweetshirt|Upi's Sweetshirt|Толстовка Юпи
armors_thunder_gladiators_armor|Thunder Gladiator's Armor|Доспех Громового гладиатора
armors_nobunagas_battle_cuirass|Nobunaga's Battle Cuirass|Боевая кираса Нобунаги
armors_dantes_jacket|Dante's Jacket|Куртка Данте
armors_lancers_chestplate|Lancer's Chestplate|Нагрудник улана
armors_demons_ribcage|Demon's Ribcage|Грудная клетка демона
armors_sacred_robe|Sacred Robe|Священное одеяние
armors_chestplate_of_fire|Chestplate of Fire|Огненный нагрудник
armors_lichbane|Lichbane|Бич личей
armors_st_judas_hauberk|St. Jupe's Plate of Command|Командный доспех св. Юпа
armors_travelers_leather_jacket|Traveler's Leather Jacket|Кожаная куртка странника
armors_gem_kings_garb|Gem King's Garb|Одеяние Короля самоцветов
armors_engineers_plated_vest|Engineer's Plated Vest|Пластинчатый жилет инженера
armors_vagabonds_wraps|Vagabond's Wraps|Обмотки бродяги
armors_flame_diviners_sanctum|Flame Diviner's Sanctum|Обитель огненного прорицателя
armors_bloodletters_plate_body|Blood-letter's Plate Body|Латы Кровавого писца
armors_venoms_ribcage|Venom's Ribcage|Грудная клетка Венома
armors_shield_bearers_plated_armor|Shield Bearer's Plated Armor|Латный доспех щитоносца
armors_juggernauts_glorious_plate|Juggernaut's Glorious Plate|Славные латы Джаггернаута
