[Normal Axes]|en|ru
lore_w_gun_dreadnought|Submerged and lost in battle within the sea of karponia this colossal cannon holds the firepower of ten fleets of ships.|Покоящаяся на дне моря Карпонии после поражения в битве, эта колоссальная пушка обладает огневой мощью десяти флотов.|
lore_w_gun_st_brooks_elementium_pistol|Building a fortress of hell by the power of sentries asserting dominance and commanding respect..|Воздвигая адскую крепость мощью часовых, утверждая господство и внушая трепет...|
lore_w_gun_ak47|Officially known as the Avtomat Kalashnikova is a gas-operated assault rifle that is chambered for the 7.62×39mm cartridge |Официально известный как автомат Калашникова — штурмовая винтовка с газоотводной автоматикой под патрон 7,62×39 мм.|
lore_w_gun_glock22|The GLOCK 22 fires the potent 40 S&W cartridge and holds more rounds for its size and weight than most other full-sized handgun in its class. |GLOCK 22 стреляет мощными патронами калибра .40 S&W и вмещает больше зарядов для своего размера и веса, чем большинство других полноразмерных пистолетов в своем классе.|
lore_w_gun_draculas_demise|A silver bullet from this legendary weapon ended a thousand years of darkness..|Серебряная пуля, выпущенная из этого легендарного оружия, положила конец тысячелетней тьме...|
||
[weapon_chainsaw]||
normal_chainsaw_battle_slicer|Battle Slicer|Боевой рассекатель
normal_chainsaw_war_saw|War Saw|Боевая пила
normal_chainsaw_trunk_cutter|Trunk Cutter|Стволорез
normal_chainsaw_hand_saw|Hand Saw|Ручная пила
||
[weapon_chainsaw_unique]||
w_chainsaw_sawgun|Sawgun|
w_chainsaw_doublesaw_4000|Doublesaw 4000|
w_chainsaw_doomsaw|Doomsaw|
w_chainsaw_vorpal_sharktooth|Vorpal Sharktooth|
w_chainsaw_the_annihilator|The Annihilator|
w_chainsaw_st_meeses_longsaw|St. Draxis Longsaw|
w_chainsaw_lumberjacks_chainsaw|Lumberjack's Chainsaw|
w_chainsaw_candy_shredder|Candy Shredder|
w_chainsaw_royal_decapitator|Royal Decapitator|
w_chainsaw_diablo|Diablo|
w_chainsaw_edens_harvester|Eden´s Harvester|
||
lore_w_chainsaw_st_meeses_longsaw|It is said that when faced with danger, the chainsaw's blade would blaze with a radiant golden light, akin to the forest's life force.|Говорят, что перед лицом опасности полотно пилы вспыхивает лучистым золотым светом, подобным жизненной силе самого леса.|
lore_w_chainsaw_candy_shredder|Said to come from the mythical Sheeponia put together by the Sheep King himself.. bää.|Говорят, она родом из мифической Овцепонии и собрана самим Королем овец.. бе-е-е.|
lore_w_chainsaw_edens_harvester|The unholy saw used to cut down the tree of life within the garden of eden..|Нечестивая пила, которой было срублено Древо жизни в Эдемском саду..|
[weapon_flask]||
normal_flask_poison_flask|Poison Flask|Флакон яда
normal_flask_caustic_vial|Caustic Vial|Едкий флакон
normal_flask_acid_flask|Acid Flask|Флакон кислоты
normal_flask_achemists_flask|Alchemist's Flask|Флакон алхимика
||
[weapon_flask_unique]||
w_flask_cobra_blood_vial|Cobra Blood Vial|
w_flask_ancient_mucus|Ancient Mucus|
w_flask_demon_blood_flask|Demon Blood Flask|
w_flask_spirit_urn|Spirit Urn|
w_flask_doctors_potion|Doctor's Potion|
w_flask_doomweed_vial|Doomweed Vial|
||
[weapon_universal]||
w_universal_lemon|Lemon|Лимон
w_universal_fishing_rod|Fishing Rod|Удочка
w_universal_cheated_item|Voided Item|Аннулированный предмет
lore_w_universal_lemon|When life gives you Lemons, take them and throw them around without care in the world!|Когда жизнь дает тебе лимоны, просто швыряй их во все стороны, забыв обо всем на свете!|
lore_w_universal_fishing_rod|A great bamboo stick turned into a fishing rod..|Крепкая бамбуковая палка, превращенная в удочку.|
||
[armors]||
armors_normal_steel_armor|Steel Armor|Стальной доспех
armors_normal_leather_coat|Leather Coat|Кожаный доспех
armors_normal_studded_leather|Studded Leather|Шипованный кожаный доспех
armors_normal_trellised_armor|Trellised Armor|Решетчатый доспех
armors_breast_plate|Breast Plate|Нагрудник
armors_normal_cuirass|Cuirass|Кираса
armors_templar_coat|Templar Coat|Одеяние храмовника
armors_wire_fleece|Wire Fleece|Проволочное руно
armors_boneweave|Boneweave|Костяное плетение
armors_chaos_armor|Chaos Armor|Доспех Хаоса
armors_dusk_shroud|Dusk Shroud|Сумеречный саван
armors_great_hauberk|Great Hauberk|Большой хауберк
||
[armors_unique]||
armors_heavens_might|Heaven's Might|
armors_leviathan|Leviathan's Carcass|
armors_tayrels_chestplate|Tayrel's Chestplate|
armors_uabels_chest|Uabel's Chest|
armors_marsh_shroud|Marsh Shroud|
armors_gladiators_demise|Gladiator's Demise|
armors_hellfire_cuirass|Hellfire Cuirass|
armors_devils_cocoon|Devil's Cocoon|
armors_mevius_mighty_plate|Mevius' Mighty Plate|
armors_anubis_torso|Anubis Torso|
armors_genjis_battle_armor|Genji's Battle Armor|
armors_satans_cuirass|Satan's Cuirass|
armors_sand_kings_scarab|Sand King's Scarab|
armors_ice_howls_cuirass|Ice Howl's Cuirass|
armors_grandwizards_robe|Grandwizard's Robe|
armors_zeus_body_armor|Zeus' Body Armor|
armors_rednecks_shirt|Redneck's Shirt|
armors_pirate_captains_shirt|Pirate Captain's Shirt|
armors_death_lords_bone_armor|Death Lord's Bone Armor|
armors_thors_chest_armor|Thor's Chest Armor|
armors_cuirass_of_blood|Cuirass of Blood|
armors_magisters_robe|Magister's Robe|
armors_nomads_battlerobe|Nomad's Battlerobe|
armors_marksmans_hunting_shroud|Marksman's Hunting Shroud|
armors_upis_sweetshirt|Upi's Sweetshirt|
armors_thunder_gladiators_armor|Thunder Gladiator's Armor|
armors_nobunagas_battle_cuirass|Nobunaga's Battle Cuirass|
armors_dantes_jacket|Dante's Jacket|
armors_lancers_chestplate|Lancer's Chestplate|
armors_demons_ribcage|Demon's Ribcage|
armors_sacred_robe|Sacred Robe|
armors_chestplate_of_fire|Chestplate of Fire|
armors_lichbane|Lichbane|
armors_st_judas_hauberk|St. Jupe's Plate of Command|
armors_travelers_leather_jacket|Traveler's Leather Jacket|
armors_gem_kings_garb|Gem King's Garb|
armors_engineers_plated_vest|Engineer's Plated Vest|
armors_vagabonds_wraps|Vagabond's Wraps|
armors_flame_diviners_sanctum|Flame Diviner's Sanctum|
armors_bloodletters_plate_body|Blood-letter's Plate Body|
armors_venoms_ribcage|Venom's Ribcage|
armors_shield_bearers_plated_armor|Shield Bearer's Plated Armor|
armors_juggernauts_glorious_plate|Juggernaut's Glorious Plate|
armors_justiciars_thunder_armor|Justiciar's Thunder Armor|
armors_lost_masters_platemail|Lost Master's Platemail|
armors_earth_shapers_body|Earth Shaper's body|
armors_plunderers_jacket|Plunderer's Jacket|
armors_valkyries_battle_rainment|Valkyrie's Battle Raiment|
armors_hazmat_suit|Hazmat Suit|
armors_molten_steel_cataphract|Molten Steel Cataphract|
armors_tropical_storm|Tropical Storm|
armors_magic_imbued_frozen_plate|Magic-Imbued Frozen Plate|
armors_zephys_gown|Zephy's Gown|
armors_mystique_allure|Mystique Allure |
armors_cocoon_of_berserker|Cocoon of the Berserker|
armors_giant_thorned_lizard_skin|Giant Thorned Lizard Skin|
armors_noxious_hunters_reward|Noxious Hunter's Reward|
armors_empires_military_plate|Empire's Military Plate|
armors_leather_muscle_breastplate|Leather Muscle Breastplate|
